,open,high,low,close,volume
2023-08-30 14:00:00+00:00,1.09447,1.09449,1.09253,1.09287,29590.09
2023-08-30 15:00:00+00:00,1.09286,1.09344,1.09229,1.09258,16831.64
2023-08-30 16:00:00+00:00,1.09256,1.09261,1.09181,1.09257,11963.81
2023-08-30 17:00:00+00:00,1.09259,1.09328,1.09192,1.09202,8645.93
2023-08-30 18:00:00+00:00,1.09203,1.09241,1.09168,1.09234,12537.43
2023-08-30 19:00:00+00:00,1.09234,1.09244,1.09189,1.09216,9765.74
2023-08-30 20:00:00+00:00,1.09217,1.09239,1.09209,1.09227,4202.7
2023-08-30 21:00:00+00:00,1.09227,1.09256,1.0919,1.09227,3798.25
2023-08-30 22:00:00+00:00,1.09225,1.09291,1.09225,1.09264,2442.74
2023-08-30 23:00:00+00:00,1.09264,1.09315,1.09264,1.09294,2443.92
2023-08-31 00:00:00+00:00,1.09292,1.09339,1.0928,1.0933,4844.91
2023-08-31 01:00:00+00:00,1.0933,1.09394,1.09277,1.09288,8674.45
2023-08-31 02:00:00+00:00,1.09292,1.09297,1.09209,1.09218,8356.2
2023-08-31 03:00:00+00:00,1.09217,1.09228,1.092,1.09204,4035.1
2023-08-31 04:00:00+00:00,1.09205,1.0923,1.09182,1.09185,4471.77
2023-08-31 05:00:00+00:00,1.09185,1.09201,1.09168,1.09177,5909.63
2023-08-31 06:00:00+00:00,1.09178,1.09244,1.09067,1.09071,15418.14
2023-08-31 07:00:00+00:00,1.09072,1.09087,1.08899,1.08925,20748.14
2023-08-31 08:00:00+00:00,1.08925,1.08931,1.0877,1.08777,15895.14
2023-08-31 09:00:00+00:00,1.08777,1.08807,1.08646,1.08741,20016.0
2023-08-31 10:00:00+00:00,1.08742,1.08765,1.08628,1.08732,10147.63
2023-08-31 11:00:00+00:00,1.08733,1.08733,1.08575,1.08682,11082.45
2023-08-31 12:00:00+00:00,1.08683,1.08849,1.08653,1.08743,29444.26
2023-08-31 13:00:00+00:00,1.08743,1.08746,1.08403,1.08492,32553.4
2023-08-31 14:00:00+00:00,1.08493,1.08564,1.08401,1.08546,24517.04
2023-08-31 15:00:00+00:00,1.08546,1.0859,1.08366,1.08386,11905.22
2023-08-31 16:00:00+00:00,1.08385,1.08441,1.08351,1.08386,13657.25
2023-08-31 17:00:00+00:00,1.08388,1.08517,1.08365,1.08488,9834.1
2023-08-31 18:00:00+00:00,1.08489,1.08541,1.08436,1.08458,7015.12
2023-08-31 19:00:00+00:00,1.08457,1.08505,1.08424,1.08436,7846.23
2023-08-31 20:00:00+00:00,1.08437,1.0847,1.08412,1.08426,3645.89
2023-08-31 21:00:00+00:00,1.08429,1.0844,1.08347,1.08418,3132.6
2023-08-31 22:00:00+00:00,1.08417,1.08445,1.08407,1.08418,1374.46
2023-08-31 23:00:00+00:00,1.08417,1.08451,1.08417,1.08424,2533.86
2023-09-01 00:00:00+00:00,1.08422,1.08449,1.08363,1.08377,4831.86
2023-09-01 01:00:00+00:00,1.08377,1.08541,1.08377,1.08463,9812.57
2023-09-01 02:00:00+00:00,1.08463,1.08519,1.08416,1.0844,5735.39
2023-09-01 03:00:00+00:00,1.08439,1.08449,1.08398,1.08417,4424.92
2023-09-01 04:00:00+00:00,1.08416,1.0847,1.08378,1.08464,4536.16
2023-09-01 05:00:00+00:00,1.08463,1.08486,1.08438,1.08457,3604.04
2023-09-01 06:00:00+00:00,1.08457,1.08496,1.08284,1.08492,12401.88
2023-09-01 07:00:00+00:00,1.08494,1.08595,1.08445,1.08558,19474.58
2023-09-01 08:00:00+00:00,1.0856,1.08563,1.08463,1.08483,11179.1
2023-09-01 09:00:00+00:00,1.08483,1.08558,1.08476,1.08492,8774.73
2023-09-01 10:00:00+00:00,1.08493,1.085,1.08436,1.08457,8576.15
2023-09-01 11:00:00+00:00,1.08456,1.08499,1.08331,1.08331,9622.08
2023-09-01 12:00:00+00:00,1.08332,1.08819,1.08324,1.08639,38901.16
2023-09-01 13:00:00+00:00,1.08641,1.08811,1.08425,1.0853,47225.22
2023-09-01 14:00:00+00:00,1.0853,1.0853,1.08042,1.08082,53797.0
2023-09-01 15:00:00+00:00,1.08082,1.08082,1.07863,1.07865,19122.97
2023-09-01 16:00:00+00:00,1.07865,1.07865,1.078,1.07838,9222.98
2023-09-01 17:00:00+00:00,1.07838,1.0789,1.07819,1.07843,6502.77
2023-09-01 18:00:00+00:00,1.07842,1.07845,1.07751,1.07786,4590.24
2023-09-01 19:00:00+00:00,1.07787,1.07804,1.07722,1.07749,4334.06
2023-09-01 20:00:00+00:00,1.07749,1.07773,1.07716,1.07717,4052.74
2023-09-01 21:00:00+00:00,1.07717,1.07717,1.07717,1.07717,0.0
2023-09-01 22:00:00+00:00,1.07717,1.07717,1.07717,1.07717,0.0
2023-09-01 23:00:00+00:00,1.07717,1.07717,1.07717,1.07717,0.0
2023-09-04 00:00:00+00:00,1.07758,1.07801,1.07731,1.07787,4184.86
2023-09-04 01:00:00+00:00,1.07786,1.0782,1.07747,1.07764,6959.47
2023-09-04 02:00:00+00:00,1.07765,1.07872,1.07765,1.07856,6149.2
2023-09-04 03:00:00+00:00,1.07857,1.0787,1.07839,1.07857,3883.18
2023-09-04 04:00:00+00:00,1.07857,1.0787,1.07811,1.07868,3483.61
2023-09-04 05:00:00+00:00,1.07869,1.07904,1.07854,1.07868,5416.5
2023-09-04 06:00:00+00:00,1.07867,1.07941,1.07834,1.07899,8276.37
2023-09-04 07:00:00+00:00,1.07901,1.08068,1.07886,1.07952,18207.35
2023-09-04 08:00:00+00:00,1.07952,1.0801,1.07907,1.07977,9461.94
2023-09-04 09:00:00+00:00,1.07978,1.08009,1.07923,1.07944,8162.0
2023-09-04 10:00:00+00:00,1.07947,1.08047,1.07934,1.08047,6149.85
2023-09-04 11:00:00+00:00,1.08047,1.08087,1.07994,1.08001,6931.6
2023-09-04 12:00:00+00:00,1.08002,1.08016,1.07951,1.07974,8052.42
2023-09-04 13:00:00+00:00,1.07973,1.08053,1.0795,1.07956,7478.51
2023-09-04 14:00:00+00:00,1.07955,1.07956,1.07832,1.07844,6251.98
2023-09-04 15:00:00+00:00,1.07845,1.07995,1.07836,1.07988,5401.67
2023-09-04 16:00:00+00:00,1.07988,1.08,1.07922,1.07937,3435.46
2023-09-04 17:00:00+00:00,1.07937,1.0796,1.0793,1.07949,874.74
2023-09-04 18:00:00+00:00,1.07949,1.07963,1.07948,1.07953,467.04
2023-09-04 19:00:00+00:00,1.07952,1.07953,1.07929,1.07938,885.51
2023-09-04 20:00:00+00:00,1.0794,1.07968,1.07933,1.07939,1130.42
2023-09-04 21:00:00+00:00,1.07939,1.0795,1.07897,1.07948,791.85
2023-09-04 22:00:00+00:00,1.07947,1.07977,1.07943,1.07945,982.45
2023-09-04 23:00:00+00:00,1.07945,1.0795,1.07912,1.07913,2152.54
2023-09-05 00:00:00+00:00,1.07912,1.07936,1.07886,1.07931,3367.82
2023-09-05 01:00:00+00:00,1.07931,1.07982,1.07852,1.07885,7577.57
2023-09-05 02:00:00+00:00,1.07885,1.07887,1.07834,1.07873,6680.19
2023-09-05 03:00:00+00:00,1.07872,1.07886,1.07807,1.07884,3927.05
2023-09-05 04:00:00+00:00,1.07884,1.07938,1.07867,1.07921,4086.96
2023-09-05 05:00:00+00:00,1.07922,1.07937,1.07819,1.07858,7004.24
2023-09-05 06:00:00+00:00,1.07858,1.07863,1.07579,1.07666,17369.5
2023-09-05 07:00:00+00:00,1.07666,1.07716,1.07544,1.07564,24882.26
2023-09-05 08:00:00+00:00,1.07563,1.07587,1.0742,1.07481,22780.05
2023-09-05 09:00:00+00:00,1.07481,1.07569,1.07446,1.07482,12602.85
2023-09-05 10:00:00+00:00,1.0748,1.07491,1.07385,1.07395,11356.17
2023-09-05 11:00:00+00:00,1.07394,1.07397,1.07292,1.07325,12276.14
2023-09-05 12:00:00+00:00,1.07325,1.0748,1.07167,1.07439,27976.12
2023-09-05 13:00:00+00:00,1.07441,1.07486,1.07258,1.0729,38841.29
2023-09-05 14:00:00+00:00,1.07292,1.073,1.07072,1.07082,28451.78
2023-09-05 15:00:00+00:00,1.07083,1.07323,1.07062,1.07265,17810.15
2023-09-05 16:00:00+00:00,1.07265,1.0732,1.07238,1.07295,9078.9
2023-09-05 17:00:00+00:00,1.07295,1.07313,1.07224,1.0723,5836.08
2023-09-05 18:00:00+00:00,1.07229,1.07267,1.07207,1.07215,6445.46
2023-09-05 19:00:00+00:00,1.07216,1.07272,1.07193,1.07213,6530.42
2023-09-05 20:00:00+00:00,1.07213,1.07229,1.0719,1.07216,3526.5
2023-09-05 21:00:00+00:00,1.07214,1.07246,1.0721,1.07226,1375.82
2023-09-05 22:00:00+00:00,1.07225,1.07262,1.07221,1.0726,810.58
2023-09-05 23:00:00+00:00,1.07261,1.0728,1.07238,1.07244,4382.18
2023-09-06 00:00:00+00:00,1.07246,1.07259,1.07151,1.07193,5585.32
2023-09-06 01:00:00+00:00,1.07194,1.07216,1.07131,1.07143,10191.23
2023-09-06 02:00:00+00:00,1.07143,1.07341,1.07143,1.07339,7187.69
2023-09-06 03:00:00+00:00,1.07339,1.07343,1.07291,1.07332,4906.77
2023-09-06 04:00:00+00:00,1.07331,1.0736,1.07302,1.07358,4653.14
2023-09-06 05:00:00+00:00,1.07358,1.07386,1.07326,1.07381,9073.63
2023-09-06 06:00:00+00:00,1.0738,1.07394,1.07274,1.07313,12441.21
2023-09-06 07:00:00+00:00,1.07313,1.0748,1.07242,1.07291,23887.17
2023-09-06 08:00:00+00:00,1.0729,1.07375,1.07231,1.07338,12459.34
2023-09-06 09:00:00+00:00,1.07339,1.07349,1.07247,1.07322,13559.22
2023-09-06 10:00:00+00:00,1.07325,1.07441,1.07325,1.07385,9785.45
2023-09-06 11:00:00+00:00,1.07386,1.07488,1.07384,1.07439,10589.49
2023-09-06 12:00:00+00:00,1.07438,1.07454,1.07341,1.07369,16618.05
2023-09-06 13:00:00+00:00,1.07368,1.07402,1.07251,1.07373,27959.28
2023-09-06 14:00:00+00:00,1.07375,1.07375,1.07025,1.07089,53710.46
2023-09-06 15:00:00+00:00,1.07091,1.07186,1.0705,1.0713,13794.46
2023-09-06 16:00:00+00:00,1.07129,1.0721,1.07112,1.07208,10241.37
2023-09-06 17:00:00+00:00,1.07207,1.0729,1.07201,1.07279,5952.6
2023-09-06 18:00:00+00:00,1.07279,1.07295,1.07223,1.07257,5449.15
2023-09-06 19:00:00+00:00,1.07258,1.07281,1.07231,1.07261,6482.87
2023-09-06 20:00:00+00:00,1.07266,1.0728,1.07237,1.07268,3260.52
2023-09-06 21:00:00+00:00,1.07268,1.07268,1.07214,1.07241,972.7
2023-09-06 22:00:00+00:00,1.07243,1.07275,1.07243,1.07251,1867.62
2023-09-06 23:00:00+00:00,1.0725,1.07253,1.07221,1.07238,1686.45
2023-09-07 00:00:00+00:00,1.07238,1.07258,1.0719,1.07222,4099.16
2023-09-07 01:00:00+00:00,1.07221,1.07308,1.072,1.07307,5545.75
2023-09-07 02:00:00+00:00,1.07307,1.07307,1.07229,1.07278,5558.79
2023-09-07 03:00:00+00:00,1.07278,1.07317,1.07247,1.07297,3015.97
2023-09-07 04:00:00+00:00,1.07295,1.07302,1.07179,1.0719,4837.37
2023-09-07 05:00:00+00:00,1.07191,1.07214,1.07155,1.07191,8710.48
2023-09-07 06:00:00+00:00,1.07191,1.07256,1.07148,1.07165,12922.77
2023-09-07 07:00:00+00:00,1.07166,1.07196,1.07081,1.07155,18555.59
2023-09-07 08:00:00+00:00,1.07155,1.07168,1.07077,1.07103,14592.18
2023-09-07 09:00:00+00:00,1.07105,1.07177,1.0707,1.07146,12060.74
2023-09-07 10:00:00+00:00,1.07145,1.07148,1.0704,1.07061,10719.23
2023-09-07 11:00:00+00:00,1.07062,1.07134,1.0703,1.07053,7846.5
2023-09-07 12:00:00+00:00,1.07052,1.07107,1.06861,1.06934,24780.18
2023-09-07 13:00:00+00:00,1.06932,1.07041,1.06911,1.06915,24043.77
2023-09-07 14:00:00+00:00,1.06915,1.07099,1.06863,1.07031,19666.07
2023-09-07 15:00:00+00:00,1.07032,1.07087,1.06946,1.07032,12641.5
2023-09-07 16:00:00+00:00,1.07032,1.07096,1.07031,1.0704,6663.05
2023-09-07 17:00:00+00:00,1.07039,1.07094,1.06985,1.06992,6887.36
2023-09-07 18:00:00+00:00,1.0699,1.07037,1.06941,1.06941,5565.1
2023-09-07 19:00:00+00:00,1.06941,1.07013,1.06937,1.06949,5890.13
2023-09-07 20:00:00+00:00,1.06949,1.06986,1.06947,1.06961,2635.88
2023-09-07 21:00:00+00:00,1.06962,1.06981,1.06955,1.06969,627.65
2023-09-07 22:00:00+00:00,1.06969,1.06986,1.06955,1.06955,940.76
2023-09-07 23:00:00+00:00,1.06956,1.06974,1.06941,1.06973,1785.56
2023-09-08 00:00:00+00:00,1.06975,1.07149,1.06971,1.07141,7292.42
2023-09-08 01:00:00+00:00,1.0714,1.07212,1.07047,1.0717,11772.17
2023-09-08 02:00:00+00:00,1.07172,1.07232,1.07143,1.07177,8229.81
2023-09-08 03:00:00+00:00,1.07178,1.07183,1.07148,1.07164,4523.67
2023-09-08 04:00:00+00:00,1.07165,1.07168,1.07126,1.07134,3793.21
2023-09-08 05:00:00+00:00,1.07136,1.07261,1.07134,1.07239,5699.64
2023-09-08 06:00:00+00:00,1.07238,1.07279,1.07145,1.07153,13490.43
2023-09-08 07:00:00+00:00,1.07155,1.0719,1.07076,1.07086,21328.95
2023-09-08 08:00:00+00:00,1.07087,1.07174,1.07076,1.07116,12668.03
2023-09-08 09:00:00+00:00,1.07116,1.07116,1.06992,1.07032,15292.94
2023-09-08 10:00:00+00:00,1.07031,1.07047,1.06965,1.07003,11598.1
2023-09-08 11:00:00+00:00,1.07005,1.07048,1.06941,1.0699,11115.11
2023-09-08 12:00:00+00:00,1.0699,1.07134,1.06977,1.07023,16926.4
2023-09-08 13:00:00+00:00,1.07023,1.07262,1.06994,1.07262,26152.15
2023-09-08 14:00:00+00:00,1.07264,1.07438,1.07142,1.07152,25561.24
2023-09-08 15:00:00+00:00,1.07151,1.07172,1.07067,1.07087,12991.55
2023-09-08 16:00:00+00:00,1.07088,1.07134,1.07004,1.07043,9794.92
2023-09-08 17:00:00+00:00,1.07042,1.07106,1.07026,1.07056,11363.03
2023-09-08 18:00:00+00:00,1.07056,1.07085,1.06969,1.06978,9822.3
2023-09-08 19:00:00+00:00,1.06979,1.07005,1.06971,1.06992,4658.29
2023-09-08 20:00:00+00:00,1.06992,1.0703,1.06974,1.06974,5922.1
2023-09-08 21:00:00+00:00,1.06974,1.06974,1.06974,1.06974,0.0
